city,province,city_province,lng,lat
مراوه,گلستان,"مراوه, استان گلستان",55.16716800,37.25261800
مینودشت,گلستان,"مینودشت, استان گلستان",59.54444900,36.32606200
نگین شهر,گلستان,"نگین شهر, استان گلستان",61.13757667,25.38826167
نوده خاندوز,گلستان,"نوده خاندوز, استان گلستان",55.26296367,37.07664967
نوکنده,گلستان,"نوکنده, استان گلستان",55.26296367,37.07664967
ازنا,لرستان,"ازنا, استان لرستان",49.45242967,33.45387867
اشترینان,لرستان,"اشترینان, استان لرستان",50.35373833,35.72239133
الشتر,لرستان,"الشتر, استان لرستان",50.35373833,35.72239133
الیگودرز,لرستان,"الیگودرز, استان لرستان",48.25678500,33.86374400
بروجرد,لرستان,"بروجرد, استان لرستان",48.75010300,33.89813700
پلدختر,لرستان,"پلدختر, استان لرستان",47.71524300,33.15008800
چالانچولان,لرستان,"چالانچولان, استان لرستان",48.90998867,33.66601067
چغلوندی,لرستان,"چغلوندی, استان لرستان",,
چقابل,لرستان,"چقابل, استان لرستان",48.90998867,33.66601067
خرم آباد,لرستان,"خرم آباد, استان لرستان",47.50540533,33.28307833
درب گنبد,لرستان,"درب گنبد, استان لرستان",57.33987300,29.23310500
دورود,لرستان,"دورود, استان لرستان",49.05269300,33.49981100
زاغه,لرستان,"زاغه, استان لرستان",48.70753267,33.49975267
سپیددشت,لرستان,"سپیددشت, استان لرستان",48.70753267,33.49975267
سراب دوره,لرستان,"سراب دوره, استان لرستان",46.99569133,35.31105533
فیروزآباد,لرستان,"فیروزآباد, استان لرستان",52.57127967,28.84452267
کونانی,لرستان,"کونانی, استان لرستان",,
کوهدشت,لرستان,"کوهدشت, استان لرستان",47.60903433,33.52941533
گراب,لرستان,"گراب, استان لرستان",47.23633433,33.47407033
معمولان,لرستان,"معمولان, استان لرستان",47.95974733,33.37857633
مومن آباد,لرستان,"مومن آباد, استان لرستان",49.52080767,33.59407667
نورآباد,لرستان,"نورآباد, استان لرستان",47.97389833,34.07204233
ویسیان,لرستان,"ویسیان, استان لرستان",50.16942767,30.76357567
احمدسرگوراب,گیلان,"احمدسرگوراب, استان گیلان",49.36639500,37.13121600
اسالم,گیلان,"اسالم, استان گیلان",48.95847633,37.72095333
اطاقور,گیلان,"اطاقور, استان گیلان",50.11692267,37.10900067
املش,گیلان,"املش, استان گیلان",50.18439767,37.09706067
آستارا,گیلان,"آستارا, استان گیلان",50.18439767,37.09706067
آستانه اشرفیه,گیلان,"آستانه اشرفیه, استان گیلان",49.94319967,37.26582967
بازار جمعه,گیلان,"بازار جمعه, استان گیلان",49.11917933,37.40525933
بره سر,گیلان,"بره سر, استان گیلان",49.11917933,37.40525933
بندرانزلی,گیلان,"بندرانزلی, استان گیلان",49.75390800,36.77514800
پره سر,گیلان,"پره سر, استان گیلان",49.06671067,37.60133667
تالش,گیلان,"تالش, استان گیلان",48.90397000,37.79751300
توتکابن,گیلان,"توتکابن, استان گیلان",49.52387133,36.89294033
جیرنده,گیلان,"جیرنده, استان گیلان",49.79534633,36.70428433
چابکسر,گیلان,"چابکسر, استان گیلان",50.56123067,36.98530567
چاف و چمخاله,گیلان,"چاف و چمخاله, استان گیلان",50.25427467,37.22952867
چوبر,گیلان,"چوبر, استان گیلان",48.89278367,38.17981167
حویق,گیلان,"حویق, استان گیلان",48.89157200,38.14761600
خشکبیجار,گیلان,"خشکبیجار, استان گیلان",49.75786333,37.37304633
خمام,گیلان,"خمام, استان گیلان",49.65776233,37.38820733
دیلمان,گیلان,"دیلمان, استان گیلان",49.90532667,36.88890467
رانکوه,گیلان,"رانکوه, استان گیلان",50.23552933,37.04882733
رحیم آباد,گیلان,"رحیم آباد, استان گیلان",50.33197433,37.03227333
رستم آباد,گیلان,"رستم آباد, استان گیلان",49.59250000,37.28079800
رشت,گیلان,"رشت, استان گیلان",49.59250000,37.28079800
رضوانشهر,گیلان,"رضوانشهر, استان گیلان",59.76855733,36.20543933
رودبار,گیلان,"رودبار, استان گیلان",49.42928867,36.82289367
رودبنه,گیلان,"رودبنه, استان گیلان",50.00229200,37.25530700
رودسر,گیلان,"رودسر, استان گیلان",50.28156900,37.13867000
سنگر,گیلان,"سنگر, استان گیلان",49.69395600,37.17854900
سیاهکل,گیلان,"سیاهکل, استان گیلان",49.87717400,37.16221200
شفت,گیلان,"شفت, استان گیلان",52.53338000,29.59665700
شلمان,گیلان,"شلمان, استان گیلان",50.21911400,37.15991300
صومعه سرا,گیلان,"صومعه سرا, استان گیلان",49.31396767,37.30024367
فومن,گیلان,"فومن, استان گیلان",49.31905467,37.23236467
کلاچای,گیلان,"کلاچای, استان گیلان",55.49695933,37.37045233
کوچصفهان,گیلان,"کوچصفهان, استان گیلان",49.77279167,37.27838667
کومله,گیلان,"کومله, استان گیلان",50.17572233,37.15212833
کیاشهر,گیلان,"کیاشهر, استان گیلان",49.94901400,37.41875200
گوراب زرمیخ,گیلان,"گوراب زرمیخ, استان گیلان",54.43316467,36.84209567
لاهیجان,گیلان,"لاهیجان, استان گیلان",50.00359533,37.20654533
لشت نشا,گیلان,"لشت نشا, استان گیلان",49.86080767,37.36128267
لنگرود,گیلان,"لنگرود, استان گیلان",49.86080767,37.36128267
لوشان,گیلان,"لوشان, استان گیلان",49.51571100,36.63015200
لولمان,گیلان,"لولمان, استان گیلان",49.81692633,37.25541133
لوندویل,گیلان,"لوندویل, استان گیلان",48.86884867,38.30875567
لیسار,گیلان,"لیسار, استان گیلان",48.90858833,37.95829033
ماسال,گیلان,"ماسال, استان گیلان",59.54444900,36.32606200
ماسوله,گیلان,"ماسوله, استان گیلان",49.13248267,37.36326467
مرجقل,گیلان,"مرجقل, استان گیلان",49.13248267,37.36326467
منجیل,گیلان,"منجیل, استان گیلان",49.13248267,37.36326467
واجارگاه,گیلان,"واجارگاه, استان گیلان",50.40641833,37.03979033
امیرکلا,مازندران,"امیرکلا, استان مازندران",52.66516033,36.59752833
ایزدشهر,مازندران,"ایزدشهر, استان مازندران",52.66516033,36.59752833
آلاشت,مازندران,"آلاشت, استان مازندران",52.83749267,36.06846467
آمل,مازندران,"آمل, استان مازندران",52.83749267,36.06846467
بابل,مازندران,"بابل, استان مازندران",52.67678567,36.53912167
بابلسر,مازندران,"بابلسر, استان مازندران",52.65003267,36.69810267
بلده,مازندران,"بلده, استان مازندران",51.80940733,36.20037533
بهشهر,مازندران,"بهشهر, استان مازندران",53.53889767,36.69874167
بهنمیر,مازندران,"بهنمیر, استان مازندران",50.24348267,30.59432267
پل سفید,مازندران,"پل سفید, استان مازندران",53.05522767,36.11943767
تنکابن,مازندران,"تنکابن, استان مازندران",50.87111933,36.81547233
جویبار,مازندران,"جویبار, استان مازندران",52.91213367,36.64505267
چالوس,مازندران,"چالوس, استان مازندران",51.42130433,36.65428433
چمستان,مازندران,"چمستان, استان مازندران",52.11777033,36.47866833
خرم آباد,مازندران,"خرم آباد, استان مازندران",50.87121167,36.78241167
خلیل شهر,مازندران,"خلیل شهر, استان مازندران",50.87121167,36.78241167
خوش رودپی,مازندران,"خوش رودپی, استان مازندران",52.56752033,36.37177733
دابودشت,مازندران,"دابودشت, استان مازندران",52.44757500,36.47767600
رامسر,مازندران,"رامسر, استان مازندران",52.44757500,36.47767600
رستمکلا,مازندران,"رستمکلا, استان مازندران",50.64338400,36.92264300
رویان,مازندران,"رویان, استان مازندران",51.97135733,36.57111433
رینه,مازندران,"رینه, استان مازندران",52.16543800,35.88133800
زرگرمحله,مازندران,"زرگرمحله, استان مازندران",52.57486867,36.51692267
زیرآب,مازندران,"زیرآب, استان مازندران",52.97371000,36.17929000
ساری,مازندران,"ساری, استان مازندران",53.05876333,36.56611733
سرخرود,مازندران,"سرخرود, استان مازندران",62.32288700,27.37218200
سلمان شهر,مازندران,"سلمان شهر, استان مازندران",51.19933800,36.70747200
سورک,مازندران,"سورک, استان مازندران",53.21098467,36.59036967
شیرگاه,مازندران,"شیرگاه, استان مازندران",52.88725633,36.29911633
شیرود,مازندران,"شیرود, استان مازندران",50.79055067,36.85202967
عباس آباد,مازندران,"عباس آباد, استان مازندران",51.10613033,36.72890233
فریدونکنار,مازندران,"فریدونکنار, استان مازندران",50.98691700,35.72001200
فریم,مازندران,"فریم, استان مازندران",,
قائم شهر,مازندران,"قائم شهر, استان مازندران",52.85824033,36.46356533
کتالم,مازندران,"کتالم, استان مازندران",50.96939233,35.82864433
کلارآباد,مازندران,"کلارآباد, استان مازندران",51.26724167,36.69909667
کلاردشت,مازندران,"کلاردشت, استان مازندران",51.15878700,36.50537700
کله بست,مازندران,"کله بست, استان مازندران",51.15878700,36.50537700
کوهی خیل,مازندران,"کوهی خیل, استان مازندران",50.96939233,35.82864433
کیاسر,مازندران,"کیاسر, استان مازندران",53.54198600,36.23737700
کیاکلا,مازندران,"کیاکلا, استان مازندران",52.81173600,36.58281500
گتاب,مازندران,"گتاب, استان مازندران",52.65684200,36.43376600
گزنک,مازندران,"گزنک, استان مازندران",52.22294400,35.90428400
گلوگاه,مازندران,"گلوگاه, استان مازندران",53.81000067,36.73445667
محمودآباد,مازندران,"محمودآباد, استان مازندران",52.24724233,36.63059833
مرزن آباد,مازندران,"مرزن آباد, استان مازندران",51.30038667,36.45389267
مرزیکلا,مازندران,"مرزیکلا, استان مازندران",52.73475267,36.36269967
نشتارود,مازندران,"نشتارود, استان مازندران",52.73475267,36.36269967
نکا,مازندران,"نکا, استان مازندران",53.29740567,36.64979667
نور,مازندران,"نور, استان مازندران",51.99739267,36.57409767
نوشهر,مازندران,"نوشهر, استان مازندران",51.49322300,36.64745000
اراک,مرکزی,"اراک, استان مرکزی",49.70260567,34.08745567
آستانه,مرکزی,"آستانه, استان مرکزی",49.70260567,34.08745567
آشتیان,مرکزی,"آشتیان, استان مرکزی",49.34753667,33.88337667
پرندک,مرکزی,"پرندک, استان مرکزی",50.67983533,35.36494433
تفرش,مرکزی,"تفرش, استان مرکزی",52.66359200,29.42063500
توره,مرکزی,"توره, استان مرکزی",49.29036533,34.04498233
جاورسیان,مرکزی,"جاورسیان, استان مرکزی",49.29036533,34.04498233
خشکرود,مرکزی,"خشکرود, استان مرکزی",50.33100300,35.39456200
خمین,مرکزی,"خمین, استان مرکزی",50.07859500,33.64226800
خنداب,مرکزی,"خنداب, استان مرکزی",49.18888967,34.39218867
داودآباد,مرکزی,"داودآباد, استان مرکزی",49.84917100,34.28975600
دلیجان,مرکزی,"دلیجان, استان مرکزی",49.84917100,34.28975600
رازقان,مرکزی,"رازقان, استان مرکزی",50.67713900,33.98428000
زاویه,مرکزی,"زاویه, استان مرکزی",50.57357433,35.37654233
ساروق,مرکزی,"ساروق, استان مرکزی",49.49859067,34.41158667
ساوه,مرکزی,"ساوه, استان مرکزی",50.35454567,35.02400267
سنجان,مرکزی,"سنجان, استان مرکزی",49.61988367,34.05105967
شازند,مرکزی,"شازند, استان مرکزی",49.61988367,34.05105967
غرق آباد,مرکزی,"غرق آباد, استان مرکزی",49.81914367,35.11029967
فرمهین,مرکزی,"فرمهین, استان مرکزی",49.68680133,34.50215533
قورچی باشی,مرکزی,"قورچی باشی, استان مرکزی",49.88603767,33.67492667
کرهرود,مرکزی,"کرهرود, استان مرکزی",49.64836567,34.06393367
کمیجان,مرکزی,"کمیجان, استان مرکزی",49.32749233,34.72435033
مامونیه,مرکزی,"مامونیه, استان مرکزی",50.48871700,35.30836800
محلات,مرکزی,"محلات, استان مرکزی",50.48871700,35.30836800
مهاجران,مرکزی,"مهاجران, استان مرکزی",49.43353667,34.04279167
میلاجرد,مرکزی,"میلاجرد, استان مرکزی",61.80772667,30.97215667
نراق,مرکزی,"نراق, استان مرکزی",50.84011067,34.01017767
نوبران,مرکزی,"نوبران, استان مرکزی",49.70805900,35.13320300
نیمور,مرکزی,"نیمور, استان مرکزی",49.70805900,35.13320300
هندودر,مرکزی,"هندودر, استان مرکزی",49.23242833,33.77717233
ابوموسی,هرمزگان,"ابوموسی, استان هرمزگان",55.02806900,25.88581000
بستک,هرمزگان,"بستک, استان هرمزگان",54.36201533,27.19849933
بندرجاسک,هرمزگان,"بندرجاسک, استان هرمزگان",57.77549900,25.64513500
بندرچارک,هرمزگان,"بندرچارک, استان هرمزگان",54.26745633,26.73712333
بندرخمیر,هرمزگان,"بندرخمیر, استان هرمزگان",55.58151533,26.95171233
بندرعباس,هرمزگان,"بندرعباس, استان هرمزگان",56.30798300,27.19463500
بندرلنگه,هرمزگان,"بندرلنگه, استان هرمزگان",54.89347733,26.56712333
بیکا,هرمزگان,"بیکا, استان هرمزگان",57.18031667,27.35482667
پارسیان,هرمزگان,"پارسیان, استان هرمزگان",53.03866100,27.21742800
تخت,هرمزگان,"تخت, استان هرمزگان",56.64004767,27.50443067
جناح,هرمزگان,"جناح, استان هرمزگان",54.29361300,27.02883600
حاجی آباد,هرمزگان,"حاجی آباد, استان هرمزگان",55.89685600,28.30099400
درگهان,هرمزگان,"درگهان, استان هرمزگان",56.07933467,26.96593667
دهبارز,هرمزگان,"دهبارز, استان هرمزگان",57.19069167,27.44108167
رویدر,هرمزگان,"رویدر, استان هرمزگان",55.41870333,27.46433933
زیارتعلی,هرمزگان,"زیارتعلی, استان هرمزگان",57.22798433,27.74535133
سردشت,هرمزگان,"سردشت, استان هرمزگان",45.47611833,36.15683033
سندرک,هرمزگان,"سندرک, استان هرمزگان",57.42714467,26.83799167
سوزا,هرمزگان,"سوزا, استان هرمزگان",56.06689667,26.77655467
سیریک,هرمزگان,"سیریک, استان هرمزگان",57.10726300,26.52070600
فارغان,هرمزگان,"فارغان, استان هرمزگان",56.25955700,28.01461700
فین,هرمزگان,"فین, استان هرمزگان",55.88395033,27.62423833
قشم,هرمزگان,"قشم, استان هرمزگان",56.26791300,26.95517800
قلعه قاضی,هرمزگان,"قلعه قاضی, استان هرمزگان",56.54915767,27.44769767
کنگ,هرمزگان,"کنگ, استان هرمزگان",54.92618567,26.59338367
کوشکنار,هرمزگان,"کوشکنار, استان هرمزگان",52.86670233,27.25196933
کیش,هرمزگان,"کیش, استان هرمزگان",53.98573333,26.54835033
گوهران,هرمزگان,"گوهران, استان هرمزگان",57.89649800,26.59710500
میناب,هرمزگان,"میناب, استان هرمزگان",57.07321500,27.14554000
هرمز,هرمزگان,"هرمز, استان هرمزگان",56.44886433,27.09332733
هشتبندی,هرمزگان,"هشتبندی, استان هرمزگان",57.45063233,27.16028433
ازندریان,همدان,"ازندریان, استان همدان",48.69805700,34.50204800
اسدآباد,همدان,"اسدآباد, استان همدان",48.12108233,34.78005033
برزول,همدان,"برزول, استان همدان",48.26241267,34.21366567
بهار,همدان,"بهار, استان همدان",48.44559533,34.89840933
تویسرکان,همدان,"تویسرکان, استان همدان",48.44152167,34.55239067
جورقان,همدان,"جورقان, استان همدان",48.54479100,34.88506500
جوکار,همدان,"جوکار, استان همدان",48.68716567,34.42977167
دمق,همدان,"دمق, استان همدان",48.82320333,35.44670033
رزن,همدان,"رزن, استان همدان",49.03287900,35.39286500
زنگنه,همدان,"زنگنه, استان همدان",,
سامن,همدان,"سامن, استان همدان",48.70825933,34.20981533
سرکان,همدان,"سرکان, استان همدان",48.44828633,34.59971033
شیرین سو,همدان,"شیرین سو, استان همدان",48.45102200,35.49307000
صالح آباد,همدان,"صالح آباد, استان همدان",48.34049600,34.91754700
فامنین,همدان,"فامنین, استان همدان",48.97157367,35.12212167
فرسفج,همدان,"فرسفج, استان همدان",48.28760267,34.48715767
فیروزان,همدان,"فیروزان, استان همدان",48.28760267,34.48715767
قروه درجزین,همدان,"قروه درجزین, استان همدان",49.10175700,35.31316600
قهاوند,همدان,"قهاوند, استان همدان",49.00476033,34.85661133
کبودر آهنگ,همدان,"کبودر آهنگ, استان همدان",48.71226467,35.20000167
گل تپه,همدان,"گل تپه, استان همدان",48.20939300,35.22630000
گیان,همدان,"گیان, استان همدان",48.24335767,34.17189867
لالجین,همدان,"لالجین, استان همدان",48.47712033,34.96826833
مریانج,همدان,"مریانج, استان همدان",48.46765800,34.83635700
ملایر,همدان,"ملایر, استان همدان",48.82193233,34.29290633
نهاوند,همدان,"نهاوند, استان همدان",48.37155267,34.18924167
همدان,همدان,"همدان, استان همدان",48.51516700,34.79881300
ابرکوه,یزد,"ابرکوه, استان یزد",53.26203267,31.12604867
احمدآباد,یزد,"احمدآباد, استان یزد",53.99225700,32.35762400
اردکان,یزد,"اردکان, استان یزد",54.01554967,32.31679067
اشکذر,یزد,"اشکذر, استان یزد",54.20643433,31.99877933
بافق,یزد,"بافق, استان یزد",55.40522867,31.60480067
بفروئیه,یزد,"بفروئیه, استان یزد",,
بهاباد,یزد,"بهاباد, استان یزد",56.01982100,31.87340400
تفت,یزد,"تفت, استان یزد",54.20927900,31.74959500
حمیدیا,یزد,"حمیدیا, استان یزد",54.39297600,31.81524000
خضرآباد,یزد,"خضرآباد, استان یزد",53.95216667,31.86622367
دیهوک,یزد,"دیهوک, استان یزد",,
زارچ,یزد,"زارچ, استان یزد",54.23212433,31.99086633
شاهدیه,یزد,"شاهدیه, استان یزد",54.27584567,31.94535467
طبس,یزد,"طبس, استان یزد",,
عقدا,یزد,"عقدا, استان یزد",53.63527000,32.44340200
مروست,یزد,"مروست, استان یزد",54.21085500,30.47498500
مهردشت,یزد,"مهردشت, استان یزد",53.35379267,31.02182767
مهریز,یزد,"مهریز, استان یزد",54.44661667,31.58346067
میبد,یزد,"میبد, استان یزد",54.01544167,32.24561967
ندوشن,یزد,"ندوشن, استان یزد",53.54625200,32.02323200
نیر,یزد,"نیر, استان یزد",58.79699200,36.21130100
هرات,یزد,"هرات, استان یزد",58.79699200,36.21130100
یزد,یزد,"یزد, استان یزد",54.35578567,31.88755767
پرند,تهران,"پرند, استان تهران",54.35578567,31.88755767
فردیس,البرز,"فردیس, استان البرز",50.98691700,35.72001200
مارلیک,البرز,"مارلیک, استان البرز",,
سادات شهر,مازندران,"سادات شهر, استان مازندران",50.98691700,35.72001200
زیباکنار,گیلان,"زیباکنار, استان گیلان",50.98691700,35.72001200
کردان,البرز,"کردان, استان البرز",,
ساوجبلاغ,البرز,"ساوجبلاغ, استان البرز",,
تهران دشت,البرز,"تهران دشت, استان البرز",,
گلبهار,خراسان رضوی,"گلبهار, استان خراسان رضوی",59.19982767,36.57830767
قیامدشت,تهران,"قیامدشت, استان تهران",,
بینالود,خراسان رضوی,"بینالود, استان خراسان رضوی",59.35864567,35.98263867
پیربازار,گیلان,"پیربازار, استان گیلان",49.54840500,37.34328900
رضوانشهر,یزد,"رضوانشهر, استان یزد",54.20022500,32.02829800
